number,name,region,latitude,longitude,company,start,end
B242,"New Miller Bald Mountain, Ile de Grâce No 33",B-Basses-Terres (sols non consolidés),46.076694,-73.050972,H.R. Morris Ltd.,1965,1965
B243,"New Miller Bald Mountain, Ile de Grâce No 33a",B-Basses-Terres (sols non consolidés),46.076972,-73.050972,H.R. Morris Ltd.,1965,1965
B244,"New Miller Bald Mountain, Ile de Grâce No 33b",B-Basses-Terres (sols non consolidés),46.076694,-73.050972,H.R. Morris Ltd.,1965,1965
B245,"New Miller Bald Mountain, Ile de Grâce No 33-2a",B-Basses-Terres (sols non consolidés),46.077806,-73.052917,H.R. Morris Ltd.,1965,1965
B246,"New Miller Bald Mountain, Ile de Grâce No 33-2b",B-Basses-Terres (sols non consolidés),46.077806,-73.052917,H.R. Morris Ltd.,1965,1965
B247,"New Miller Bald Mountain, Ile Ducharme No 82",B-Basses-Terres (sols non consolidés),46.115583,-73.092639,H.R. Morris Ltd.,1965,1965
B248,"New Miller Bald Mountain, Ile La Pierre No 13",B-Basses-Terres (sols non consolidés),46.078639,-73.029583,H.R. Morris Ltd.,1965,1965
B249,"New Miller Bald Mountain, Ile Madame No 62",B-Basses-Terres (sols non consolidés),46.109194,-73.076528,H.R. Morris Ltd.,1965,1965
B250,"Quebec Natural Gas No 17, Saint-Vincent-de-Paul",B-Basses-Terres (sols non consolidés),45.661417,-73.642361,Canadian LongYear Ltd.,1966,1965
B251,"Salem No 2, Dundee",B-Basses-Terres (sols non consolidés),45.013389,-74.452417,Johnson Drilling Ltd.,1967,1967
B252,Saint-Thomas-de-Caxton No 1,B-Basses-Terres (sols non consolidés),45.942528,-73.248472,Sixty-Five Development Ltd.,1972,1972
B253,"SOQUIP Laduboro, Lac Saint-Pierre No 1",B-Basses-Terres (sols non consolidés),46.272694,-72.721556,Northern Auger Drilling,1972,1972
B254,"SOQUIP Laduboro, Yamachiche No 1",B-Basses-Terres (sols non consolidés),46.268083,-72.742889,Northern Auger Drilling,1972,1972
B256,Atlas No 1,B-Basses-Terres (sols non consolidés),46.406417,-72.847056,Hervé Hélie,1959,1959
B258,"Acroll, Lanoraie No 1",B-Basses-Terres (sols non consolidés),45.9425,-73.248889,Samson & Frères Inc.,1972,1972
B260,"SOQUIP, Pointe-du-Lac No 1",B-Basses-Terres (sols non consolidés),46.298833,-72.7075,Géohydrotek Inc.,1985,1985
B261,"SOQUIP, Pointe-du-Lac No 2",B-Basses-Terres (sols non consolidés),46.300861,-72.7025,Géohydrotek Inc.,1985,1985
B262,"GMi SOQUIP, Pointe-du-Lac No 1",B-Basses-Terres (sols non consolidés),46.302806,-72.702444,Géohydrotek Inc.,1986,1986
B263,"GMi SOQUIP, Pointe-du-Lac No 1a",B-Basses-Terres (sols non consolidés),46.300778,-72.702611,Géohydrotek Inc.,1986,1986
B264,"GMi SOQUIP, Pointe-du-Lac No 2",B-Basses-Terres (sols non consolidés),46.300972,-72.702611,Géohydrotek Inc.,1986,1986
B265,"GMi SOQUIP, Pointe-du-Lac No 3",B-Basses-Terres (sols non consolidés),46.301222,-72.703361,Géohydrotek Inc.,1986,1986
B266,"Massé et al., Saint-Maurice No 1",B-Basses-Terres (sols non consolidés),46.434722,-72.522361,Géohydrotek Inc.,1987,1987
B267,"Jaltin Lemaire, Yamachiche No 1",B-Basses-Terres (sols non consolidés),46.265028,-72.867278,Géohydrotek Inc.,1987,1987
B267A,"Jaltin Lemaire, Yamachiche No 1a",B-Basses-Terres (sols non consolidés),46.276389,-72.867778,Géohydrotek Inc.,1987,1987
B268,"Jaltin Lemaire, Yamachiche No 2",B-Basses-Terres (sols non consolidés),46.269083,-72.856972,Géohydrotek Inc.,1987,1987
B268A,"Jaltin Lemaire, Yamachiche No 2a",B-Basses-Terres (sols non consolidés),46.269083,-72.856972,Géohydrotek Inc.,1987,1987
B269,"Jaltin Lemaire, Louiseville No 1",B-Basses-Terres (sols non consolidés),46.259028,-72.951472,Foragaz Inc.,1988,1988
B270,"PSP, Lac Saint-Pierre No 1",B-Basses-Terres (sols non consolidés),46.265778,-72.744528,Géohydrotek Inc.,1988,1988
B271,"PSP, Lac Saint-Pierre No 2",B-Basses-Terres (sols non consolidés),46.181806,-72.823,Géohydrotek Inc.,1988,1988
B272,"Jaltin Lemaire, Yamachiche No 3",B-Basses-Terres (sols non consolidés),46.264722,-72.867222,Foragaz Inc.,1989,1989
B273,"Jaltin Lemaire, Yamachiche No 4",B-Basses-Terres (sols non consolidés),46.265,-72.865833,Foragaz Inc.,1989,1989
B274,"Jaltin Lemaire, Yamachiche No 5",B-Basses-Terres (sols non consolidés),46.263889,-72.865278,Foragaz Inc.,1989,1989
B275,"Jaltin Lemaire, Yamachiche No 6",B-Basses-Terres (sols non consolidés),46.265278,-72.867778,Foragaz Inc.,1989,1989
B276,"Jaltin Lemaire, Yamachiche No 7",B-Basses-Terres (sols non consolidés),46.263056,-72.866944,Foragaz Inc.,1989,1989
B277,"SOQUIP Consulgaz, Pointe-du-Lac No 1",B-Basses-Terres (sols non consolidés),46.301306,-72.701083,Géohydrotek Inc.,1990,1990
B278,"SOQUIP Consulgaz, Pointe-du-Lac No 2",B-Basses-Terres (sols non consolidés),46.302,-72.700528,Géohydrotek Inc.,1990,1990
B279,"SOQUIP Consulgaz, Pointe-du-Lac No 3",B-Basses-Terres (sols non consolidés),46.295083,-72.705861,Géohydrotek Inc.,1990,1990
B280,"SOQUIP Consulgaz, Pointe-du-Lac No 4",B-Basses-Terres (sols non consolidés),46.294917,-72.704278,Géohydrotek Inc.,1990,1990
B281,"SOQUIP Consulgaz, Pointe-du-Lac No 5",B-Basses-Terres (sols non consolidés),46.295139,-72.707389,Géohydrotek Inc.,1990,1990
B282,"SOQUIP Consulgaz, Pointe-du-Lac No 6",B-Basses-Terres (sols non consolidés),46.300444,-72.701389,Géohydrotek Inc.,1990,1990
B283,"SOQUIP Consulgaz, Pointe-du-Lac No 7",B-Basses-Terres (sols non consolidés),46.295972,-72.705444,Géohydrotek Inc.,1990,1990
B284,"SOQUIP Consulgaz, Pointe-du-Lac No 8",B-Basses-Terres (sols non consolidés),46.29425,-72.706722,Géohydrotek Inc.,1990,1990
B285,"SOQUIP Consulgaz, Pointe-du-Lac No 9",B-Basses-Terres (sols non consolidés),46.297,-72.704333,Géohydrotek Inc.,1990,1990
B286,"SOQUIP Consulgaz, Pointe-du-Lac No 10",B-Basses-Terres (sols non consolidés),46.297639,-72.704361,Géohydrotek Inc.,1990,1990
B287,"SOQUIP Consulgaz, Pointe-du-Lac No 11",B-Basses-Terres (sols non consolidés),46.293361,-72.707417,Géohydrotek Inc.,1990,1990
B288,"SOQUIP Consulgaz, Pointe-du-Lac No 12",B-Basses-Terres (sols non consolidés),46.297167,-72.705222,Géohydrotek Inc.,1990,1990
B289,"SOQUIP Consulgaz, Pointe-du-Lac No 13",B-Basses-Terres (sols non consolidés),46.292583,-72.708417,Foragaz Inc.,1990,1990
B290,"SOQUIP Consulgaz, Pointe-du-Lac No 14",B-Basses-Terres (sols non consolidés),46.302611,-72.702861,Foragaz Inc.,1990,1990
B291,"SOQUIP Consulgaz, Pointe-du-Lac No 15",B-Basses-Terres (sols non consolidés),46.296056,-72.706917,Géohydrotek Inc.,1990,1990
B292,"SOQUIP Consulgaz, Pointe-du-Lac No 16",B-Basses-Terres (sols non consolidés),46.297028,-72.706111,Géohydrotek Inc.,1990,1990
B293,"SOQUIP Consulgaz, Pointe-du-Lac No 17",B-Basses-Terres (sols non consolidés),46.294278,-72.708028,Géohydrotek Inc.,1990,1990
B294,"SOQUIP Consulgaz, Pointe-du-Lac No 18",B-Basses-Terres (sols non consolidés),46.293861,-72.696611,Géohydrotek Inc.,1990,1990
B295,"Intragaz, Pointe-du-Lac No 1",B-Basses-Terres (sols non consolidés),46.297361,-72.70475,Géohydrotek Inc.,1992,1992
B296,"Intragaz, Pointe-du-Lac No 2",B-Basses-Terres (sols non consolidés),46.288861,-72.697528,Géohydrotek Inc.,1992,1992
B297,"Intragaz, Pointe-du-Lac No 3",B-Basses-Terres (sols non consolidés),46.3155,-72.691278,Géohydrotek Inc.,1992,1992
B298,"Intragaz, Pointe-du-Lac No 4",B-Basses-Terres (sols non consolidés),46.325139,-72.689861,Géohydrotek Inc.,1992,1992
B299,"SOQUIP Cascades Énergie, Yamachiche No 1",B-Basses-Terres (sols non consolidés),46.274111,-72.832722,Ralex Inc.,1993,1993
B300,"Intragaz, Pointe-du-Lac No 5",B-Basses-Terres (sols non consolidés),46.323417,-72.687056,Foragaz Inc.,1994,1995
B301,"Intragaz, Pointe-du-Lac No 6",B-Basses-Terres (sols non consolidés),46.312917,-72.692667,Ralex Inc.,1996,1996
B302,"Intragaz, Pointe-du-Lac No 7",B-Basses-Terres (sols non consolidés),46.301139,-72.698028,Ralex Inc.,1996,1996
B303,"Junex, St-Barnabé Nord No 1",B-Basses-Terres (sols non consolidés),46.43575,-72.881833,Foragaz Inc.,2000,2000
B304,"Junex, St-Barnabé Nord No 2",B-Basses-Terres (sols non consolidés),46.438167,-72.889139,Foragaz Inc.,2000,2000
B305,"Intragaz, Baie-des-Mines No 1",B-Basses-Terres (sols non consolidés),46.393972,-72.750889,Cora Lynn Drilling Company Ltd.,2004,2004
B306,"Intragaz, Pointe-du-Lac No 8",B-Basses-Terres (sols non consolidés),46.317222,-72.691806,Foragaz Inc.,2009,2009
BZ01,Géo Demers Forage Trois-Rivières No D-01,B-Basses-Terres (sols non consolidés),46.383361,-72.532889,"",n.d.,n.d.
BZ02,Géo Demers Forage Trois-Rivières No D-02,B-Basses-Terres (sols non consolidés),46.383361,-72.532889,"",n.d.,n.d.
BZ03,Géo Demers Forage Trois-Rivières No D-03,B-Basses-Terres (sols non consolidés),46.383361,-72.532889,"",n.d.,n.d.
BZ04,Géo Demers Forage Trois-Rivières No D-04,B-Basses-Terres (sols non consolidés),46.383361,-72.532889,"",n.d.,n.d.
BZ05,Géo Demers Forage Trois-Rivières No 5,B-Basses-Terres (sols non consolidés),46.383361,-72.532889,"",n.d.,n.d.
BZ06,Géo Demers Forage Trois-Rivières No 12,B-Basses-Terres (sols non consolidés),46.383361,-72.532889,"",n.d.,n.d.
BZ07,Géo Demers Forage Trois-Rivières No 14,B-Basses-Terres (sols non consolidés),46.383361,-72.532889,"",n.d.,n.d.
BZ08,Géo Demers Forage Trois-Rivières No 16,B-Basses-Terres (sols non consolidés),46.383361,-72.532889,"",n.d.,n.d.
BZ09,Frères de l'Instruction Chrétienne No 3,B-Basses-Terres (sols non consolidés),46.291694,-72.710667,"",1960,1960
BZ10,Frères de l'Instruction Chrétienne No 4,B-Basses-Terres (sols non consolidés),46.291694,-72.710667,"",1960,1960
BZ11,Motel Bettez,B-Basses-Terres (sols non consolidés),46.291694,-72.710667,"",1960,1960
BZ12,Lanoraie Oil and Gas Syndicate No 1,B-Basses-Terres (sols non consolidés),45.942528,-73.249028,Alexander Diamond Drilling Company Ltd.,1930,1930
BZ13,Lanoraie Oil and Gas Syndicate No 2,B-Basses-Terres (sols non consolidés),45.942528,-73.248194,Alexander Diamond Drilling Company Ltd.,1930,1930
BZ14,Lanoraie Oil and Gas Syndicate No 3,B-Basses-Terres (sols non consolidés),45.942528,-73.249861,Alexander Diamond Drilling Company Ltd.,1930,1930
BZ15,Lanoraie Oil and Gas Syndicate No 4,B-Basses-Terres (sols non consolidés),45.945306,-73.249028,Alexander Diamond Drilling Company Ltd.,1930,1930
BZ16,Trinidad No 1,B-Basses-Terres (sols non consolidés),45.942528,-73.249028,Alexander Diamond Drilling Company Ltd.,1931,1931
BZ17,Dr. Lapierre,B-Basses-Terres (sols non consolidés),45.775028,-73.357917,"",1944,1944
BZ18,Baril No 1,B-Basses-Terres (sols non consolidés),45.856417,-73.404806,"",1942,1942
BZ19,Baril No 2,B-Basses-Terres (sols non consolidés),45.856778,-73.404556,"",1943,1943
BZ20,Baril No 3,B-Basses-Terres (sols non consolidés),45.857139,-73.404278,"",1945,1945
C001,"Associated Developments No 1, Baillargeon",C-Gaspésie,48.802833,-64.660722,Associated Developments Ltd.,1959,1960
C002,"Associated Developments, Causapscal No 1",C-Gaspésie,48.380056,-67.254972,Heath & Sherwood Drilling Ltd.,1958,1958
C003,Bald Mountain No 2,C-Gaspésie,48.950889,-65.091861,Bald Mountain Oil Co.,1951,1952
C004,C.P.C. No 1,C-Gaspésie,48.829222,-64.8535,"",1899,1899
C005,C.P.C. No 2,C-Gaspésie,48.827833,-64.854333,"",1899,1899
C006,C.P.C. No 3,C-Gaspésie,48.845889,-64.644611,"",1899,1899
C007,C.P.C. No 4,C-Gaspésie,48.829222,-64.851556,"",1899,1901
C008,C.P.C. No 5,C-Gaspésie,48.826444,-64.851,"",1900,1900
C009,C.P.C. No 6,C-Gaspésie,48.827556,-64.857111,"",1900,1900
C010,C.P.C. No 7,C-Gaspésie,48.849167,-64.626278,"",1899,1899
C011,C.P.C. No 8,C-Gaspésie,48.826806,-64.86175,"",1900,1900
C012,C.P.C. No 9,C-Gaspésie,48.845611,-64.627944,"",1900,1900
C013,C.P.C. No 10,C-Gaspésie,48.841861,-64.640556,"",1901,1901
C014,C.P.C. No 11,C-Gaspésie,48.826722,-64.840444,"",1901,1901
C015,C.P.C. No 12,C-Gaspésie,48.797806,-64.948,"",1901,1901
C016,Haldimand No 1,C-Gaspésie,48.7995,-64.444333,Wilfrid Robert McMaster,1941,1942
C017,Mississippi No 1,C-Gaspésie,48.872278,-64.972111,Compagnie d'exploration de Gaspé Ltée,1939,1940
C018,Asphalt Base No 1,C-Gaspésie,48.833667,-64.812944,Vern M. Gloss,1953,1953
C019,"Continental, Gaspé No 1",C-Gaspésie,48.851972,-64.761333,Burns Drilling Co.,1948,1949
C020,"Continental, Gaspé Deep Test No 1",C-Gaspésie,48.848611,-64.773611,Vern M. Gloss,1951,1953
C021,C.P.L. No 1,C-Gaspésie,48.848944,-64.762111,Wilfrid Robert McMaster,1943,1948
C022,C.P.L. No 2,C-Gaspésie,48.835611,-64.867389,Wilfrid Robert McMaster,1944,1944
C023,"Impérial, Gaspé No 1",C-Gaspésie,48.945056,-65.095472,"E.M. Shields, Butler",1947,1947
C024,E.C.C. No 1,C-Gaspésie,48.651611,-64.425917,"",1913,1913
C025,Campbell,C-Gaspésie,48.847556,-64.683778,"",1860,1860
C026,G.B.M. No 1,C-Gaspésie,48.769778,-64.414611,"",1860,1860
C027,Conant (Adams),C-Gaspésie,48.811889,-64.442778,Wilfrid Robert McMaster,1865,1945
C028,Venture No 1,C-Gaspésie,48.902833,-64.724333,Wilfrid Robert McMaster,1946,1946
C029,Venture No 2,C-Gaspésie,48.895611,-64.721,"E.M. Shields, Butler",1947,1947
C030,Venture No 3,C-Gaspésie,48.895611,-64.721,"E.M. Shields, Butler",1948,1948
C031,I.O.C. No 1,C-Gaspésie,48.8385,-64.787861,"",1888,1888
C032,C2,C-Gaspésie,48.811167,-64.446833,Wilfrid Robert McMaster,1945,1945
C033,M.P.G. No 1,C-Gaspésie,48.883667,-64.5135,Dubé & Frères,1937,1938
C034,P.C. No 1,C-Gaspésie,48.926333,-65.451667,New Peninsular Oil Ltd.,1945,1954
C035,P.O.T. No 1,C-Gaspésie,48.812,-64.443889,"",1889,1891
C036,P.O.T. No 2,C-Gaspésie,48.816389,-64.441333,"",1890,1890
C037,P.O.T. No 3,C-Gaspésie,48.790611,-64.392389,"",1890,1890
C038,P.O.T. No 4,C-Gaspésie,48.735639,-64.331222,"",1890,1891
C039,P.O.T. No 5,C-Gaspésie,48.843222,-64.6365,"",1891,1892
C040,P.O.T. No 6,C-Gaspésie,48.8245,-64.747944,"",1892,1892
C041,P.O.T. No 7,C-Gaspésie,48.840056,-64.645278,"",1892,1893
C042,P.O.T. No 8,C-Gaspésie,48.816167,-64.445167,"",1892,1893
C043,P.O.T. No 9,C-Gaspésie,48.870333,-64.560167,"",1894,1894
C044,P.O.T. No 10,C-Gaspésie,48.847556,-64.627389,"",1895,1895
C045,P.O.T. No 11,C-Gaspésie,48.844722,-64.648833,"",1893,1895
C046,P.O.T. No 12,C-Gaspésie,48.836167,-64.637667,"",1894,1895
C047,P.O.T. No 13,C-Gaspésie,48.847778,-64.635806,"",1894,1895
C048,P.O.T. No 14,C-Gaspésie,48.843944,-64.649333,"",1895,1897
C049,P.O.T. No 15,C-Gaspésie,48.852222,-64.64475,"",1895,1895
C050,P.O.T. No 16,C-Gaspésie,48.839528,-64.723861,"",1894,1894
C051,P.O.T. No 17,C-Gaspésie,48.8335,-64.856806,"",1895,1897
C052,P.O.T. No 18,C-Gaspésie,48.833944,-64.850444,"",1895,1896
C053,P.O.T. No 19,C-Gaspésie,48.831722,-64.860167,"",1895,1896
C054,P.O.T. No 20,C-Gaspésie,48.835694,-64.869528,"",1896,1896
C055,P.O.T. No 21,C-Gaspésie,48.842222,-64.875278,"",1896,1897
C056,P.O.T. No 22,C-Gaspésie,48.869778,-64.702944,"",1896,1897
C057,P.O.T. No 23,C-Gaspésie,48.762278,-64.536556,"",1896,1897
C058,P.O.T. No 24,C-Gaspésie,48.761722,-64.565167,"",1896,1896
C059,P.O.T. No 25,C-Gaspésie,48.793556,-64.823167,"",1895,1897
C060,P.O.T. No 26,C-Gaspésie,48.778667,-64.626,"",1896,1896
C061,P.O.T. No 27,C-Gaspésie,48.827833,-64.852111,"",1897,1897
C062,P.O.T. No 28,C-Gaspésie,48.827528,-64.972083,"",1897,1898
C063,P.O.T. No 29,C-Gaspésie,48.824667,-64.853611,"",1897,1897
C064,P.O.T. No 30,C-Gaspésie,48.827694,-64.872806,"",1898,1899
C065,P.O.T. No 31,C-Gaspésie,48.822,-64.861278,"",1898,1899
C066,P.O.T. No 32,C-Gaspésie,48.828111,-64.843778,"",1899,1899
C067,P.O.T. No 33,C-Gaspésie,48.8195,-64.888778,"",1899,1901
C068,P.O.T. No 34,C-Gaspésie,48.829222,-64.855556,"",1900,1900
C069,P.O.T. No 35,C-Gaspésie,48.832583,-64.893389,"",1901,1901
C070,P.O.T. No 36,C-Gaspésie,48.861722,-64.647944,"",1901,1901
C071,P.O.T. No 37,C-Gaspésie,48.864028,-64.715944,"",1901,1902
C072,P.O.T. No 38,C-Gaspésie,48.8595,-64.703778,"",1901,1902
C074,P.O.T. No 40,C-Gaspésie,48.832,-65.016,"",1901,1901
C075,P.O.T. No 41,C-Gaspésie,48.843111,-64.801278,"",1902,1903
C076,P.O.T. No 42,C-Gaspésie,48.843333,-64.796833,"",1903,1903
C077,Québec Oil No 1,C-Gaspésie,48.670333,-64.795444,Vern M. Gloss,1949,1951
C078,Québec Oil No 2,C-Gaspésie,48.656444,-64.801278,L.J. Higginbotham,1951,1953
C079,Tar Point No 1,C-Gaspésie,48.728667,-64.332111,Vern M. Gloss,1950,1954
C080,Non identifié,C-Gaspésie,48.842472,-64.638778,"",n.d.,n.d.
C081,"Impérial Lowlands Associated No 1, York",C-Gaspésie,48.729778,-64.641278,Heath & Sherwood Drilling Ltd.,1961,1961
C082,"Impérial Lowlands California Standard No 1, Lesseps",C-Gaspésie,48.825333,-65.820194,Heath & Sherwood Drilling Ltd.,1962,1962
C083,"New Peninsular Oil No 2, Holland",C-Gaspésie,48.950611,-65.445472,Heath & Sherwood Drilling Ltd.,1964,1964
C084,"New Peninsular Oil No 3, Holland",C-Gaspésie,48.927833,-65.451306,Samson & Frères Inc.,1965,1965
C085,"New Peninsular Oil No 5, Holland",C-Gaspésie,48.938944,-65.451861,Camille Blais,1966,1966
C086,"Sun Exploration et al. No 1, La Rédemption",C-Gaspésie,48.427833,-67.855,Petrolia Drilling Ltd.,1967,1968
C087,"Gulf, Sunny Bank No 1",C-Gaspésie,48.857278,-64.677111,Heath & Sherwood Drilling Ltd.,1969,1970
C088,"Sun Exploration et al., Mitis No 1",C-Gaspésie,48.357278,-67.92,Petrolia Drilling Ltd.,1969,1969
C090,"Great Plains Noël et al., La Vérendrye No 1",C-Gaspésie,48.4445,-66.946639,General Petroleum Ltd,1972,1973
C092,"SOQUIP Aigle d'Or et al., Gastonguay No 1",C-Gaspésie,48.785611,-65.399361,Regent Drilling Ltd.,1976,1976
C093,"SOQUIP, Gaspé sud No 1",C-Gaspésie,48.831444,-64.548222,Regent Drilling Ltd.,1978,1978
C094,"SOQUIP, Malbaie No 1",C-Gaspésie,48.658806,-64.263528,Regent Drilling Ltd.,1979,1979
C096,"SOQUIP, Blanchet No 1",C-Gaspésie,48.979972,-64.818333,Regent Drilling Ltd.,1979,1979
C097,"SOQUIP, Douglas No 1",C-Gaspésie,48.804167,-64.394528,Regent Drilling Ltd.,1979,1979
C099,"SOQUIP Pétrofina, Baie-de-Gaspé-Nord No 1",C-Gaspésie,48.899056,-64.514417,Regent Drilling Ltd.,1981,1981
C100,"SOQUIP Pétro-Canada Impériale, Galt No 1",C-Gaspésie,48.857417,-64.746361,Regent Drilling Ltd.,1983,1983
C100-R1,"SOQUIP Pétro-Canada Impériale, Galt No 1",C-Gaspésie,48.857417,-64.746361,Foragaz Inc.,1993,1993
C101,"CMG, Galt No 1",C-Gaspésie,48.83875,-64.786417,Les Forages Élite Inc.,1983,1983
C102,"CMG, Galt No 2 (84-02)",C-Gaspésie,48.841139,-64.797083,Les Forages Élite Inc.,1984,1984
C103,"CMG, Galt No 3 (84-04)",C-Gaspésie,48.838611,-64.789361,"",1984,1984
C104,"CMG, Galt No 4 (84-07)",C-Gaspésie,48.836389,-64.786667,Les Forages Élite Inc.,1984,1984
C105,"CMG, Galt No 5 (84-08)",C-Gaspésie,48.839389,-64.790194,Les Forages Élite Inc.,1984,1984
C106,"CMG, Galt No 6",C-Gaspésie,48.840694,-64.789611,Les Forages Élite Inc.,1984,1984
C107,"Pétro Gaspé, Galt No 1",C-Gaspésie,48.841333,-64.79,"",1984,1984
C108,"Pétro Gaspé, Galt No 2",C-Gaspésie,48.8385,-64.786444,"",1984,1984
C109,"Pétro Gaspé, Galt No 3",C-Gaspésie,48.839278,-64.787972,"",1984,1984
C110,"Pétro Gaspé, Galt No 4",C-Gaspésie,48.8385,-64.787833,"",1984,1984
C111,"CMG, Galt No 7 (PG-5)",C-Gaspésie,48.8385,-64.787833,Les Forages Élite Inc.,1984,1984
C113,"Gaspésie, Galt No 1 (85-12)",C-Gaspésie,48.839417,-64.793944,Forages Élite (forage) / Foragaz (fermeture),1985,1985
C114,"Gaspésie, Galt No 2",C-Gaspésie,48.841111,-64.797,Foratek et Forages Élite,1985,1985
C115,"Pétro Gaspé, Galt No 5",C-Gaspésie,48.841111,-64.797,Géohydrotek Inc.,1987,1987
C116,"Pétro Gaspé, Galt No 6",C-Gaspésie,48.838583,-64.793333,Géohydrotek Inc.,1987,1987
C117,"Pétro Gaspé, Galt No 7",C-Gaspésie,48.838583,-64.793333,Géohydrotek Inc.,1988,1989
C118,"Jaltin, Galt No 1",C-Gaspésie,48.856944,-64.752778,Foragaz Inc.,1990,1991
C119,"Corridor, Lac Matapédia No 1",C-Gaspésie,48.515444,-67.519444,Major Kennebec Drilling,1996,1996
C120,"Corridor, Rivière à la Truite No 1",C-Gaspésie,48.645667,-66.969056,Foragaz Inc.,1999,1999
C121,"Prospection 2000, Lac Matapédia No 1",C-Gaspésie,48.493667,-67.544694,Canadian LongYear Ltd.,1999,1999
C122,"Junex et al., Galt No 1",C-Gaspésie,48.853361,-64.749389,Foragaz Inc.,1999,1999
C123,"SPPG, Lac Matapédia No 1",C-Gaspésie,48.500778,-67.537556,East Coast Drilling,2000,2000
C124,"Junex Lemaire Hydro-Québec, Galt No 2",C-Gaspésie,48.848833,-64.741944,Doubil Inc.,2002,2002
C124-R1,"Junex Lemaire Hydro-Québec, Galt No 2",C-Gaspésie,48.848833,-64.741944,Doubil Inc.,2003,2003
C125,"Bartech, Lac Matapédia No 1",C-Gaspésie,48.493611,-67.544667,Forage Benoît,2002,2002
C126,"Junex Lemaire Hydro-Québec, Galt No 3",C-Gaspésie,48.853083,-64.750333,Doubil Inc.,2003,2003
C127,"Hydro-Québec Pétrole et gaz, Miguasha No 1",C-Gaspésie,48.076694,-66.294778,Doubil Inc.,2004,2004
C128,"Hydro-Québec Pétrole et gaz, Miguasha-Ouest No 1",C-Gaspésie,48.105611,-66.3415,Doubil Inc.,2004,2004
C129,"Pétrolia, Le Ber No 1",C-Gaspésie,48.835667,-64.868139,Foragaz Inc.,2005,2005
C130,"Pétrolia, Wakeham No 1",C-Gaspésie,48.855306,-64.659833,Foragaz Inc.,2005,2005
C131,"Pétrolia, Haldimand No 1",C-Gaspésie,48.80525,-64.422833,Foragaz Inc.,2005,2006
C132,"Junex Lemaire, Baillargeon No 1",C-Gaspésie,48.824361,-64.731528,Foragaz Inc.,2006,2006
C133,"Junex, Paspébiac No 1",C-Gaspésie,48.127583,-65.324639,Foragaz Inc.,2007,2007
C134,"Pétrolia, Haldimand No 2",C-Gaspésie,48.809333,-64.434833,Savanna Drilling,2009,2009
C135,"Pétrolia, Tar Point No 1",C-Gaspésie,48.724528,-64.307917,Savanna Drilling,2009,2009
C136,"Abba Quebec Resources, Mont-Alexandre No 1",C-Gaspésie,48.558361,-65.293306,Black Watch Drilling,2009,2009
C139,"Junex, Galt No 4",C-Gaspésie,48.848111,-64.778639,Foragaz Inc.,2012,2012
C139-R1,"Junex, Galt No 4",C-Gaspésie,48.848111,-64.778639,Foragaz Inc.,0,0
C140,"Pétrolia, Haldimand No 3",C-Gaspésie,48.805556,-64.418611,Akita Drilling Ltd,n.d.,n.d.
C141,"Pétrolia, Bourque No 1",C-Gaspésie,49.002222,-65.101389,Akita Drilling Ltd,2012,2012
C142,"Pétrolia, Bourque No 2",C-Gaspésie,49.033333,-65.085556,Akita Drilling Ltd,2012,2012
C143,"Pétrolia, Haldimand No 4",C-Gaspésie,48.813167,-64.444639,Akita Drilling Ltd,n.d.,n.d.
C144,"Gastem, Ristigouche-Partie-Sud-Est No 1",C-Gaspésie,48.033333,-66.821333,Precision Drilling Corp.,n.d.,n.d.
C145,"Junex, Galt HZ No 5",C-Gaspésie,48.846278,-64.783611,Foragaz Inc.,n.d.,n.d.
CS01,83-01,C-Gaspésie,48.841139,-64.797083,"",1983,1983
CS02,83-02,C-Gaspésie,48.840833,-64.797778,"",1983,1983
CS03,83-03 (1983FCS03),C-Gaspésie,48.840972,-64.795833,"",1983,1983
CS04,83-04,C-Gaspésie,48.842028,-64.794,"",1983,1983
CS05,83-05,C-Gaspésie,48.84325,-64.792639,"",1983,1983
CS06,83-06,C-Gaspésie,48.838611,-64.786806,"",1983,1983
CS07,83-07 (1983FCS07),C-Gaspésie,48.839167,-64.78825,"",1983,1983
CS08,83-08 (1983FCS08),C-Gaspésie,48.838833,-64.789361,"",1983,1983
CS09,84-01,C-Gaspésie,48.841139,-64.797083,"",1984,1984
CS10,84-02,C-Gaspésie,48.841139,-64.797083,"",1984,1984
CS11,84-03,C-Gaspésie,48.841139,-64.797083,"",1984,1984
CS12,84-04,C-Gaspésie,48.838889,-64.788889,"",1984,1984
CS13,84-05,C-Gaspésie,48.836389,-64.786944,"",1984,1984
CS14,84-06,C-Gaspésie,48.836111,-64.787222,"",1984,1984
CS17,84-09,C-Gaspésie,48.839389,-64.790194,"",1984,1984
CS18,84-10,C-Gaspésie,48.839861,-64.790139,"",1984,1984
CS19,84-11,C-Gaspésie,48.842222,-64.792639,"",1984,1984
CS20,84-12,C-Gaspésie,48.839139,-64.789667,"",1984,1984
CS21,84-13 (1984FCS21),C-Gaspésie,48.839139,-64.789667,"",1984,1984
CS22,84-14,C-Gaspésie,48.839444,-64.791944,"",1984,1984
CS23,84-15,C-Gaspésie,48.838333,-64.790556,"",1984,1984
CS24,84-16,C-Gaspésie,48.838333,-64.790556,"",1984,1984
